"","work_year","experience_level","employment_type","job_title","salary_in_usd","remote_ratio","company_location","company_size"
"485",2022,3,2,"Data Scientist",113465,1,"GB",2
"486",2022,3,2,"Data Scientist",100857,1,"GB",2
"487",2022,3,2,"Data Scientist",146000,3,"US",2
"488",2022,3,2,"Data Scientist",123000,3,"US",2
"489",2022,1,2,"Data Engineer",50428,3,"GB",2
"490",2022,1,2,"Data Engineer",44125,3,"GB",2
"491",2022,4,2,"Data Analyst",130000,3,"US",2
"492",2022,4,2,"Data Analyst",110000,3,"US",2
"493",2022,3,2,"Data Analyst",170000,3,"US",2
"494",2022,3,2,"Data Analyst",135000,3,"US",2
"495",2022,3,2,"Data Science Manager",161342,3,"US",2
"496",2022,3,2,"Data Science Manager",137141,3,"US",2
"497",2022,3,2,"Data Scientist",167000,3,"US",2
"498",2022,3,2,"Data Scientist",123000,3,"US",2
"499",2022,3,2,"Data Engineer",75643,1,"GB",2
"500",2022,3,2,"Data Engineer",63036,1,"GB",2
"501",2022,3,2,"Data Scientist",211500,3,"US",2
"502",2022,3,2,"Data Scientist",138600,3,"US",2
"503",2022,3,2,"Data Architect",192400,3,"CA",2
"504",2022,3,2,"Data Architect",90700,3,"CA",2
"505",2022,3,2,"Data Analyst",130000,3,"CA",2
"506",2022,3,2,"Data Analyst",61300,3,"CA",2
"507",2022,3,2,"Data Analyst",130000,3,"CA",2
"508",2022,3,2,"Data Analyst",61300,3,"CA",2
"509",2022,3,2,"Data Engineer",160000,1,"US",3
"510",2022,3,2,"Data Engineer",113000,1,"US",3
"511",2022,3,2,"Data Scientist",150000,1,"US",2
"512",2022,3,2,"Data Scientist",95550,1,"US",2
"513",2022,2,2,"Data Analyst",167000,3,"US",2
"514",2022,2,2,"Data Analyst",115500,3,"US",2
"515",2022,3,2,"Data Analyst",112900,3,"US",2
"516",2022,3,2,"Data Analyst",90320,3,"US",2
"517",2022,3,2,"Data Analyst",112900,3,"US",2
"518",2022,3,2,"Data Analyst",90320,3,"US",2
"519",2022,3,2,"Data Engineer",165400,3,"US",2
"520",2022,3,2,"Data Engineer",132320,3,"US",2
"521",2022,3,2,"Data Engineer",243900,3,"US",2
"522",2022,3,2,"Data Engineer",156600,3,"US",2
"523",2022,3,2,"Data Analyst",136600,3,"US",2
"524",2022,3,2,"Data Analyst",109280,3,"US",2
"525",2022,3,2,"Data Engineer",128875,3,"US",2
"526",2022,3,2,"Data Engineer",93700,3,"US",2
"527",2022,4,2,"Head of Data Science",224000,3,"US",2
"528",2022,4,2,"Head of Data Science",167875,3,"US",2
"529",2022,4,2,"Analytics Engineer",175000,3,"US",2
"530",2022,4,2,"Analytics Engineer",135000,3,"US",2
"531",2022,3,2,"Data Engineer",209100,3,"US",3
"532",2022,3,2,"Data Engineer",154600,3,"US",3
"533",2022,3,2,"Data Engineer",180000,3,"US",2
"534",2022,3,2,"Data Engineer",160000,3,"US",2
"535",2022,3,2,"Data Scientist",205300,1,"US",3
"536",2022,3,2,"Data Scientist",140400,1,"US",3
"537",2022,3,2,"Data Scientist",176000,3,"US",2
"538",2022,3,2,"Data Scientist",144000,3,"US",2
"539",2022,3,2,"Data Engineer",200100,3,"US",2
"540",2022,3,2,"Data Engineer",160000,3,"US",2
"541",2022,3,2,"Data Engineer",70500,1,"US",2
"542",2022,3,2,"Data Engineer",54000,1,"US",2
"543",2022,3,2,"Data Scientist",205300,1,"US",2
"544",2022,3,2,"Data Scientist",140400,1,"US",2
"545",2022,3,2,"Analytics Engineer",205300,1,"US",2
"546",2022,3,2,"Analytics Engineer",184700,1,"US",2
"547",2022,3,2,"Data Engineer",175100,3,"US",2
"548",2022,3,2,"Data Engineer",140250,3,"US",2
"549",2022,3,2,"Data Analyst",116150,3,"US",2
"550",2022,3,2,"Data Analyst",99050,3,"US",2
"551",2022,3,2,"Data Engineer",145000,3,"US",2
"552",2022,3,2,"Data Engineer",130000,3,"US",2
"553",2022,3,2,"Data Analyst",112900,3,"US",2
"554",2022,3,2,"Data Analyst",90320,3,"US",2
"555",2022,2,2,"Data Analyst",85000,1,"CA",2
"556",2022,2,2,"Data Analyst",75000,1,"CA",2
"557",2022,3,2,"Machine Learning Engineer",214000,3,"US",2
"558",2022,3,2,"Machine Learning Engineer",192600,3,"US",2
"559",2022,3,2,"Data Architect",266400,3,"US",2
"560",2022,3,2,"Data Architect",213120,3,"US",2
"561",2022,3,2,"Data Engineer",155000,3,"US",2
"562",2022,3,2,"Data Engineer",115000,3,"US",2
"563",2022,2,2,"Data Scientist",141300,1,"US",2
"564",2022,2,2,"Data Scientist",102100,1,"US",2
"565",2022,3,2,"Data Analyst",115934,3,"US",2
"566",2022,3,2,"Data Analyst",81666,3,"US",2
"567",2022,2,2,"Data Engineer",206699,1,"US",2
"568",2022,2,2,"Data Engineer",99100,1,"US",2
"569",2022,3,2,"Data Engineer",130000,3,"US",2
"570",2022,3,2,"Data Engineer",110500,3,"US",2
"571",2022,2,2,"Data Analyst",63036,1,"GB",2
"572",2022,2,2,"Data Analyst",44125,1,"GB",2
"573",2022,3,2,"Data Analyst",80000,3,"US",2
"574",2022,3,2,"Data Analyst",60000,3,"US",2
"575",2022,3,2,"Data Architect",192564,3,"US",2
"576",2022,3,2,"Data Architect",144854,3,"US",2
"577",2022,3,2,"Data Scientist",230000,3,"US",2
"578",2022,3,2,"Data Scientist",150000,3,"US",2
"579",2022,3,2,"Data Analytics Manager",150260,3,"US",2
"580",2022,3,2,"Data Analytics Manager",109280,3,"US",2
"581",2022,3,2,"Data Analyst",170000,3,"US",2
"582",2022,3,2,"Data Analyst",150000,3,"US",2
"583",2022,2,2,"Data Scientist",160000,3,"US",2
"584",2022,2,2,"Data Scientist",130000,3,"US",2
"585",2022,1,2,"Data Analyst",67000,1,"CA",2
"586",2022,1,2,"Data Analyst",52000,1,"CA",2
"587",2022,3,2,"Data Engineer",154000,3,"US",2
"588",2022,3,2,"Data Engineer",126000,3,"US",2
"589",2022,3,2,"Data Analyst",129000,1,"US",2
"590",2022,3,2,"Data Analyst",99000,1,"US",2
"591",2022,3,2,"Data Scientist",210000,3,"US",2
"592",2022,3,2,"Data Scientist",140000,3,"US",2
"593",2022,3,2,"Data Scientist",210000,3,"US",2
"594",2022,3,2,"Data Scientist",140000,3,"US",2
"595",2022,3,2,"Data Scientist",210000,3,"US",2
"596",2022,3,2,"Data Scientist",140000,3,"US",2
"597",2022,3,2,"Data Analyst",100000,3,"US",2
"598",2022,3,2,"Data Analyst",69000,3,"US",2
"599",2022,3,2,"Data Scientist",210000,3,"US",2
"600",2022,3,2,"Data Scientist",140000,3,"US",2
"601",2022,3,2,"Data Analyst",150075,3,"US",2
"602",2022,3,2,"Data Analyst",110925,3,"US",2
"603",2022,3,2,"Data Engineer",100000,3,"US",2
"604",2022,3,2,"Data Engineer",25000,3,"US",2
"605",2022,3,2,"Data Analyst",126500,3,"US",2
"606",2022,3,2,"Data Analyst",106260,3,"US",2
"607",2022,3,2,"Data Engineer",220110,3,"US",2
"608",2022,3,2,"Data Engineer",160080,3,"US",2
"609",2022,3,2,"Data Analyst",105000,3,"US",2
"610",2022,3,2,"Data Analyst",100000,3,"US",2
"611",2022,3,2,"Data Analyst",170000,3,"US",2
"612",2022,3,2,"Data Analyst",135000,3,"US",2
"613",2022,3,2,"Data Scientist",230000,3,"US",2
"614",2022,3,2,"Data Scientist",140000,3,"US",2
"615",2022,2,2,"Data Analyst",135000,3,"US",2
"616",2022,2,2,"Data Analyst",50000,3,"US",2
"617",2022,3,2,"Data Scientist",220000,3,"US",2
"618",2022,3,2,"Data Scientist",140000,3,"US",2
"619",2022,2,2,"Data Scientist",176501,1,"GB",2
"620",2022,2,2,"Data Scientist",88250,1,"GB",2
"621",2022,3,2,"Machine Learning Engineer",220000,3,"US",2
"622",2022,3,2,"Machine Learning Engineer",120000,3,"US",2
"623",2022,2,2,"Data Scientist",200000,3,"US",2
"624",2022,2,2,"Data Scientist",120000,3,"US",2
"625",2022,3,2,"Machine Learning Engineer",120000,3,"AE",1
"626",2022,3,2,"Machine Learning Engineer",65000,3,"AE",1
"627",2022,4,2,"Data Engineer",324000,3,"US",2
"628",2022,4,2,"Data Engineer",216000,3,"US",2
"629",2022,3,2,"Data Engineer",210000,3,"US",2
"630",2022,3,2,"Data Engineer",100000,3,"US",2
"631",2022,3,2,"Data Scientist",185100,3,"US",2
"632",2022,3,2,"Data Scientist",104890,3,"US",2
"633",2022,3,2,"Data Engineer",105000,3,"US",2
"634",2022,3,2,"Data Engineer",80000,3,"US",2
"635",2022,2,2,"Machine Learning Developer",78143,3,"CA",2
"636",2020,3,2,"Machine Learning Manager",117104,2,"CA",3
"637",2022,4,2,"Director of Data Science",195358,2,"CA",3
"638",2022,2,2,"Machine Learning Engineer",120000,3,"US",1
"639",2022,2,2,"NLP Engineer",36454,2,"US",3
"640",2022,2,2,"Business Data Analyst",18116,3,"IN",2
"641",2022,2,2,"Data Scientist",31057,3,"IN",3
"642",2022,2,2,"Machine Learning Infrastructure Engineer",56500,2,"PT",3
"644",2022,1,2,"Data Scientist",18116,3,"IN",2
"645",2022,2,2,"Applied Machine Learning Scientist",75000,3,"US",3
"646",2022,2,2,"Applied Data Scientist",157000,3,"US",3
"647",2022,2,2,"Business Data Analyst",70328,2,"CA",3
"648",2022,1,2,"Data Engineer",65000,3,"US",1
"649",2022,3,2,"Machine Learning Engineer",69293,3,"IE",1
"650",2021,2,2,"Data Scientist",109000,2,"US",3
"651",2022,2,2,"Data Scientist",68766,3,"CA",2
"652",2022,1,2,"Computer Vision Engineer",10000,3,"LU",2
"653",2022,2,2,"Data Analyst",20000,3,"GR",1
"654",2021,3,2,"Head of Data",102839,3,"SI",3
"655",2022,3,2,"Head of Data",200000,3,"US",2
"656",2022,1,2,"Data Scientist",51965,3,"CA",3
"657",2022,2,2,"Data Scientist",78000,3,"US",2
"658",2022,3,2,"Data Engineer",135000,3,"US",2
"659",2022,3,2,"Data Engineer",115000,3,"US",2
"660",2022,2,2,"Machine Learning Engineer",85785,3,"AU",3
"661",2022,1,2,"Data Scientist",40000,3,"MY",3
"662",2022,2,2,"Head of Data",31981,3,"EE",1
"663",2022,3,2,"Machine Learning Engineer",60764,3,"NL",3
"664",2020,1,2,"Data Engineer",54742,3,"DE",3
"665",2022,3,2,"Research Scientist",90614,2,"FR",3
"666",2022,1,2,"Data Scientist",85076,2,"AU",2
"667",2022,3,2,"Data Scientist",165000,3,"US",2
"668",2022,2,2,"Machine Learning Scientist",153000,2,"US",2
"669",2022,3,2,"Data Scientist",100000,3,"US",2
"670",2022,3,2,"Machine Learning Developer",78143,3,"CA",2
"671",2022,2,2,"Data Scientist",34243,3,"PL",3
"672",2022,2,2,"Principal Data Analyst",75000,3,"CA",1
"673",2020,2,2,"Product Data Analyst",20000,1,"HN",1
"675",2021,2,2,"Research Scientist",69999,2,"CZ",3
"676",2022,1,2,"Data Engineer",56287,3,"DE",2
"677",2022,2,2,"Research Scientist",62896,1,"AT",3
"678",2022,3,2,"Data Science Manager",152500,3,"US",2
"679",2022,1,2,"Research Scientist",120000,3,"US",3
"680",2022,2,2,"Data Scientist",135000,3,"US",3
"681",2022,3,2,"Data Analytics Lead",405000,3,"US",3
"682",2021,3,2,"Data Engineering Manager",150000,1,"US",3
"683",2021,3,2,"Data Science Manager",240000,1,"US",3
"684",2021,2,2,"Data Analyst",135000,3,"US",3
"685",2021,1,2,"Data Scientist",80000,3,"US",2
"686",2022,3,2,"Applied Data Scientist",380000,3,"US",3
"687",2022,2,2,"Data Scientist",120964,1,"CH",3
"688",2022,3,2,"Applied Data Scientist",177000,3,"US",3
"689",2022,2,2,"Data Engineer",66095,3,"FR",2
"690",2022,2,2,"Data Scientist",48000,3,"US",1
"691",2022,1,2,"Data Analytics Engineer",20000,1,"PK",2
"692",2021,3,2,"Principal Data Scientist",220000,1,"US",3
"693",2021,2,2,"ML Engineer",77364,2,"JP",1
"694",2021,2,2,"ML Engineer",63711,2,"JP",1
"695",2022,1,2,"Computer Vision Software Engineer",150000,3,"AU",1
"696",2021,2,2,"Data Analyst",90000,3,"US",2
"698",2021,1,2,"Data Scientist",100000,1,"US",1
"700",2022,3,2,"Research Scientist",144000,2,"US",3
"701",2022,3,2,"Principal Data Scientist",157775,3,"DE",2
"702",2021,3,2,"Computer Vision Engineer",24000,3,"BR",2
"703",2021,2,2,"Applied Machine Learning Scientist",38400,3,"US",2
"704",2022,1,2,"Financial Data Analyst",100000,2,"US",3
"705",2021,2,2,"Data Scientist",82500,3,"US",1
"706",2021,1,2,"Data Scientist",49646,2,"FR",2
"707",2021,3,2,"Lead Data Scientist",40570,2,"IN",3
"708",2022,1,2,"Data Engineer",120000,3,"US",2
"709",2022,3,2,"Lead Machine Learning Engineer",85284,1,"DE",2
"710",2021,1,2,"Machine Learning Engineer",20000,3,"IN",1
"711",2022,1,2,"Computer Vision Engineer",125000,1,"US",2
"712",2021,2,2,"Data Scientist",9466,1,"IN",1
"713",2021,3,2,"Machine Learning Scientist",120000,2,"US",1
"715",2021,1,2,"Applied Data Scientist",110037,1,"GB",3
"716",2022,1,2,"ML Engineer",21321,3,"PT",3
"717",2021,1,2,"Data Analyst",50000,3,"US",2
"718",2021,3,2,"Principal Data Engineer",200000,3,"US",2
"719",2021,2,2,"Big Data Engineer",60000,2,"RO",2
"720",2021,2,2,"Data Engineer",200000,3,"US",3
"721",2021,1,2,"Machine Learning Developer",100000,2,"IQ",1
"722",2021,2,2,"Data Engineer",100000,3,"US",3
"723",2021,3,2,"Machine Learning Engineer",82744,2,"BE",2
"724",2020,2,2,"Data Engineering Manager",59303,3,"DE",1
"725",2021,2,2,"Research Scientist",62649,2,"FR",2
"726",2021,2,2,"Data Engineer",82528,3,"GB",3
"727",2021,2,2,"Data Architect",170000,3,"US",3
"728",2021,2,2,"Data Architect",150000,3,"US",3
"729",2021,1,2,"BI Data Analyst",55000,2,"US",1
"730",2021,4,2,"Director of Data Science",250000,1,"US",3
"731",2021,1,2,"Data Engineer",80000,3,"US",3
"732",2020,1,2,"Big Data Engineer",70000,3,"US",3
"733",2021,4,2,"Director of Data Science",130026,2,"DE",2
"734",2021,1,2,"Data Science Consultant",63831,2,"DE",3
"735",2020,3,2,"Data Scientist",68428,3,"US",3
"736",2021,4,2,"Head of Data Science",85000,1,"RU",2
"737",2021,4,2,"Head of Data",230000,2,"RU",3
"738",2021,1,2,"Machine Learning Engineer",125000,3,"US",1
"739",2021,3,2,"Data Analytics Manager",120000,3,"US",2
"741",2020,2,2,"Data Analyst",46759,2,"FR",3
"742",2020,2,2,"Data Engineer",74130,2,"AT",3
"743",2021,3,2,"Data Science Engineer",127221,2,"CA",3
"744",2021,3,2,"Data Science Manager",144000,3,"US",3
"745",2021,1,2,"Data Scientist",13400,3,"UA",3
"746",2021,2,2,"Data Scientist",75774,3,"CA",3
"747",2021,2,2,"Data Scientist",150000,3,"US",2
"748",2020,2,2,"Data Science Consultant",103000,3,"US",3
"749",2021,3,2,"Data Engineering Manager",153000,3,"US",3
"750",2021,2,2,"Data Engineer",90000,3,"US",3
"751",2021,1,2,"Data Analyst",90000,3,"US",1
"752",2021,1,2,"Data Analyst",60000,3,"US",1
"753",2021,2,2,"Data Scientist",50000,3,"NG",3
"757",2021,2,2,"Applied Data Scientist",54238,2,"CA",3
"758",2021,2,2,"Machine Learning Engineer",47282,3,"ES",1
"759",2021,4,2,"Director of Data Science",153667,3,"PL",3
"760",2021,2,2,"Data Engineer",28476,3,"PL",3
"761",2021,2,2,"Data Analytics Engineer",110000,3,"US",3
"762",2021,1,2,"Research Scientist",82528,2,"GB",3
"763",2020,1,2,"Machine Learning Engineer",250000,2,"US",3
"764",2021,1,2,"Data Analyst",59102,2,"FR",2
"765",2021,3,2,"Data Analyst",80000,3,"US",1
"766",2020,1,2,"Data Analyst",10000,3,"NG",1
"767",2020,1,2,"Machine Learning Engineer",138000,3,"US",1
"768",2021,2,2,"Data Engineer",140000,3,"US",3
"769",2021,3,2,"Data Analytics Engineer",79197,3,"DE",3
"770",2021,3,2,"Lead Data Analyst",170000,3,"US",3
"771",2021,1,2,"Data Analyst",80000,3,"US",2
"772",2020,2,2,"Data Scientist",45760,3,"US",1
"773",2021,2,2,"BI Data Analyst",100000,3,"US",2
"774",2021,3,2,"Data Scientist",53192,2,"FR",3
"775",2021,4,2,"Head of Data",235000,3,"US",3
"776",2021,4,2,"BI Data Analyst",150000,3,"US",3
"777",2020,4,2,"Data Engineering Manager",79833,2,"ES",3
"778",2021,1,2,"Machine Learning Scientist",225000,3,"US",3
"779",2021,1,2,"Data Science Consultant",76833,3,"DE",1
"780",2020,2,2,"Machine Learning Infrastructure Engineer",50180,1,"PT",2
"781",2021,3,2,"Marketing Data Analyst",88654,3,"DK",3
"782",2021,3,2,"Lead Data Engineer",103160,3,"GB",1
"783",2021,3,2,"Director of Data Engineering",113476,3,"GB",2
"784",2021,3,2,"Machine Learning Engineer",94564,2,"DE",3
"785",2021,1,2,"Data Engineer",30428,3,"IN",3
"786",2021,3,2,"Data Engineer",150000,3,"US",2
"787",2021,3,2,"Data Engineer",115000,3,"US",1
"788",2021,2,2,"Research Scientist",187442,3,"CA",3
"789",2021,2,2,"Data Analyst",51519,2,"GB",3
"790",2020,2,2,"Data Engineer",106000,3,"US",3
"791",2020,2,2,"Data Engineer",112872,2,"GB",3
"792",2021,2,2,"BI Data Analyst",36259,2,"US",3
"793",2021,3,2,"Data Engineer",150000,3,"US",3
"795",2021,2,2,"Computer Vision Software Engineer",95746,3,"US",1
"796",2021,1,2,"Computer Vision Software Engineer",70000,3,"US",2
"798",2020,2,2,"Data Scientist",76958,3,"GB",1
"799",2021,2,2,"Cloud Data Engineer",89294,2,"SG",3
"800",2021,1,2,"Data Scientist",29751,2,"IN",3
"801",2021,3,2,"Lead Data Engineer",276000,1,"US",3
"802",2020,3,2,"Data Engineer",188000,3,"US",3
"803",2021,3,2,"Cloud Data Engineer",160000,3,"US",1
"804",2020,2,2,"Data Scientist",105000,3,"US",3
"805",2021,2,2,"Data Engineer",200000,3,"US",3
"806",2021,3,2,"Data Engineering Manager",174000,3,"US",3
"807",2021,2,2,"Data Analyst",93000,3,"US",3
"808",2021,1,2,"Data Scientist",28399,3,"IN",2
"809",2021,3,2,"Research Scientist",60757,2,"PT",3
"810",2021,1,2,"Data Scientist",90000,3,"US",1
"811",2020,2,2,"Data Engineer",70139,2,"FR",3
"812",2020,1,2,"Data Analyst",6072,1,"IN",1
"813",2020,3,2,"Data Engineer",33511,1,"MX",1
"814",2021,3,2,"Principal Data Analyst",170000,3,"US",2
"815",2021,3,2,"Data Engineer",96282,2,"GB",3
"816",2021,2,2,"Data Engineer",12103,1,"TR",2
"817",2021,1,2,"Data Scientist",36643,2,"FR",3
"818",2021,2,2,"Data Engineer",72212,2,"GB",3
"819",2020,1,2,"Data Analyst",91000,3,"US",3
"820",2021,3,2,"Big Data Architect",99703,2,"CA",2
"821",2021,3,2,"Data Scientist",165000,3,"US",3
"822",2021,2,2,"Data Analyst",80000,3,"US",3
"823",2021,3,2,"Data Scientist",103691,3,"CA",3
"824",2021,1,2,"Data Engineer",21637,2,"IN",2
"825",2020,1,2,"Research Scientist",42000,2,"NL",3
"826",2020,2,2,"Lead Data Scientist",115000,1,"AE",3
"827",2021,2,2,"Research Scientist",63810,3,"CA",2
"829",2021,2,2,"Head of Data Science",110000,1,"US",1
"830",2021,2,2,"Data Architect",180000,3,"US",3
"831",2021,3,2,"Data Analyst",200000,3,"US",3
"832",2020,3,2,"Big Data Engineer",109024,2,"GB",2
"833",2021,3,2,"Director of Data Engineering",200000,3,"US",3
"834",2021,3,2,"ML Engineer",256000,3,"US",1
"835",2021,2,2,"Data Engineer",110000,3,"US",3
"836",2020,2,2,"Data Scientist",79833,1,"DE",3
"837",2021,1,2,"Data Engineer",72500,3,"US",3
"838",2021,3,2,"Machine Learning Engineer",185000,2,"US",3
"840",2021,1,2,"Research Scientist",100000,1,"CN",3
"841",2021,2,2,"Data Engineer",112000,3,"US",3
"842",2020,3,2,"Machine Learning Engineer",150000,2,"US",3
"843",2021,3,2,"Data Scientist",20171,2,"TR",3
"844",2021,3,2,"AI Scientist",55000,3,"ES",3
"845",2021,1,2,"Data Scientist",58000,2,"US",3
"846",2021,1,2,"Data Scientist",100000,3,"US",2
"847",2021,3,2,"Data Scientist",77684,2,"FR",2
"848",2021,1,2,"Machine Learning Engineer",85000,3,"DE",1
"849",2021,1,2,"Data Science Consultant",76833,1,"DE",3
"851",2020,1,2,"Data Analyst",72000,3,"US",3
"852",2021,1,2,"Data Engineer",65013,2,"DE",2
"853",2021,2,2,"Data Engineer",28016,3,"TR",2
"854",2021,2,2,"Data Engineer",111775,1,"US",2
"855",2021,2,2,"Data Engineer",93150,1,"US",2
"856",2021,3,2,"Lead Data Engineer",160000,2,"US",1
"857",2021,2,2,"Data Scientist",25532,3,"DE",1
"858",2021,3,2,"Machine Learning Engineer",66265,1,"IN",3
"859",2021,2,2,"Data Scientist",16904,3,"IN",1
"860",2021,3,2,"Data Analyst",63831,2,"DE",3
"861",2020,3,2,"Lead Data Scientist",190000,3,"US",1
"862",2021,4,2,"Director of Data Science",141846,1,"DE",3
"863",2021,1,2,"Big Data Engineer",16228,3,"IN",3
"864",2021,3,2,"Data Analyst",71786,3,"CA",2
"865",2020,2,2,"Data Scientist",35735,2,"HU",3
"866",2021,3,2,"Data Scientist",135000,1,"US",3
"867",2021,1,2,"Machine Learning Engineer",24823,2,"DE",2
"868",2021,3,2,"Data Science Manager",54094,2,"US",3
"869",2021,3,2,"Machine Learning Engineer",24342,3,"IN",3
"870",2021,1,2,"BI Data Analyst",9272,3,"KE",1
"871",2021,2,2,"Data Scientist",147000,2,"US",3
"872",2021,3,2,"Research Scientist",96113,2,"CA",3
"873",2021,3,2,"Data Science Manager",174000,3,"US",3
"874",2020,2,2,"Business Data Analyst",135000,3,"US",3
"875",2021,1,2,"Machine Learning Engineer",21844,2,"CO",2
"876",2020,3,2,"Lead Data Engineer",125000,2,"NZ",1
"877",2020,1,2,"Data Scientist",51321,1,"FR",1
"878",2020,2,2,"Data Scientist",40481,1,"IN",3
"879",2021,4,2,"Data Science Consultant",69741,3,"ES",1
"880",2021,3,2,"Data Analytics Engineer",50000,3,"GB",2
"881",2021,2,2,"Data Engineer",4000,3,"IR",2
"882",2020,1,2,"Data Scientist",39916,1,"FR",2
"883",2020,2,2,"Lead Data Analyst",87000,3,"US",3
"884",2021,2,2,"Data Engineer",26005,1,"US",3
"885",2021,2,2,"Data Scientist",90734,2,"DE",3
"886",2021,2,2,"Big Data Engineer",22611,1,"IN",3
"887",2021,2,2,"Data Scientist",5679,3,"US",1
"888",2021,1,2,"Machine Learning Engineer",81000,2,"US",1
"889",2021,2,2,"Data Scientist",40038,3,"CL",3
"890",2021,2,2,"Data Scientist",2859,1,"MX",1
"891",2021,1,2,"Data Science Consultant",90000,3,"US",1
"892",2021,2,2,"Data Scientist",61467,2,"AT",2
"893",2021,3,2,"Machine Learning Infrastructure Engineer",195000,3,"US",2
"894",2021,2,2,"Data Scientist",37825,3,"ES",3
"895",2020,2,2,"Data Analyst",85000,3,"US",3
"897",2021,3,2,"Machine Learning Scientist",225000,3,"CA",3
"898",2021,2,2,"Data Scientist",56256,2,"GB",3
"899",2021,2,2,"Data Scientist",33808,1,"IN",2
"900",2021,2,2,"Data Scientist",116914,2,"GB",3
"901",2021,2,2,"Machine Learning Engineer",46597,3,"PL",3
"902",2020,2,2,"Data Analyst",8000,2,"PK",3
"903",2020,1,2,"Data Engineer",41689,3,"JP",1
"904",2020,3,2,"Big Data Engineer",114047,3,"GB",1
"905",2021,2,2,"Machine Learning Engineer",88654,3,"BE",2
"906",2020,1,2,"Data Science Consultant",5707,2,"IN",2
"907",2020,2,2,"Lead Data Engineer",56000,3,"US",2
"909",2021,2,2,"Data Scientist",88654,2,"DE",3
"910",2020,2,2,"Machine Learning Engineer",43331,1,"CN",2
"911",2020,2,2,"Product Data Analyst",6072,3,"IN",3
"912",2020,3,2,"Data Engineer",47899,2,"GR",3
"913",2020,2,2,"BI Data Analyst",98000,1,"US",2
"914",2021,2,2,"Data Engineer",66022,2,"GB",1
"915",2021,2,2,"Research Scientist",56738,2,"FR",1
"916",2021,2,2,"Machine Learning Engineer",24823,2,"SI",3
"917",2021,3,2,"Data Analytics Manager",120000,1,"US",3
"920",2021,3,2,"Machine Learning Engineer",200000,3,"US",3
"921",2020,1,2,"AI Scientist",45896,2,"DK",1
"922",2021,2,2,"Data Scientist",160000,3,"US",3
"923",2021,3,2,"Research Scientist",50000,3,"US",1
"924",2021,2,2,"Data Science Engineer",40189,3,"GR",2
"926",2021,2,2,"Data Scientist",12901,1,"BR",1
"927",2021,3,2,"Data Engineer",165000,1,"US",2
"928",2021,1,2,"Big Data Engineer",5882,1,"CH",3
"929",2020,2,2,"Data Scientist",42197,2,"FR",1
"930",2021,3,2,"Principal Data Engineer",185000,3,"US",3
"931",2020,1,2,"Data Scientist",62726,2,"DE",1
"932",2021,2,2,"Data Scientist",90734,2,"DE",3
"934",2020,2,2,"Data Engineer",110000,3,"US",3
"935",2021,3,2,"Data Analytics Manager",140000,3,"US",3
"936",2020,3,2,"Data Scientist",120000,2,"US",3
"937",2021,3,2,"Data Scientist",87738,3,"CA",1
"938",2021,3,2,"Finance Data Analyst",61896,2,"GB",3
"940",2021,3,2,"Data Engineer",76833,2,"GB",1
"941",2021,2,2,"Machine Learning Engineer",74000,2,"JP",1
"942",2021,3,2,"Data Science Manager",152000,3,"FR",3
"943",2021,2,2,"Big Data Engineer",18000,1,"MD",1
"945",2021,2,2,"Data Scientist",130000,2,"US",3
"946",2021,3,2,"Computer Vision Engineer",18907,1,"BR",2
"947",2021,1,2,"Business Data Analyst",59102,3,"LU",3
"948",2021,3,2,"Principal Data Scientist",173762,3,"DE",2
"949",2020,3,2,"Principal Data Scientist",148261,3,"DE",2
"950",2020,2,2,"Data Scientist",38776,3,"ES",2
"951",2021,2,2,"Data Scientist",46809,3,"ES",2
"952",2021,1,2,"Data Scientist",4000,1,"VN",2
"953",2021,1,2,"AI Scientist",18053,3,"AS",1
"954",2020,3,2,"Data Scientist",91237,1,"AT",1
"955",2020,2,2,"Data Scientist",62726,2,"LU",1
"956",2021,2,2,"Data Scientist",115000,2,"US",3
"957",2021,3,2,"Principal Data Scientist",235000,3,"US",3
"958",2021,2,2,"Lead Data Analyst",19609,3,"IN",3
"960",2021,2,2,"Data Analyst",75000,1,"US",3
"961",2021,2,2,"Data Analyst",62000,1,"US",3
"962",2021,2,2,"Data Scientist",73000,1,"US",3
"963",2021,2,2,"Data Engineer",45391,3,"NL",3
"964",2020,3,2,"Data Science Manager",190200,3,"US",2
"965",2020,2,2,"Data Scientist",118000,3,"US",2
"966",2020,2,2,"Data Scientist",138350,3,"US",2
"967",2020,2,2,"Data Engineer",130800,3,"US",2
"968",2020,3,2,"Machine Learning Engineer",45618,3,"HR",1
"969",2021,3,2,"Director of Data Science",168000,1,"JP",1
"970",2021,2,2,"Data Scientist",119059,3,"IL",2
"972",2021,2,2,"Data Engineer",28369,2,"MT",3
"973",2021,3,2,"Data Specialist",165000,3,"US",3
"975",2021,2,2,"Principal Data Scientist",151000,3,"US",3
"976",2020,1,2,"Data Scientist",105000,3,"US",1
"978",2021,3,2,"Data Science Manager",94665,2,"IN",3
